Country Name,Country Code,Series Name,Series Code,2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022]
Mali,MLI,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,0.8,0.8,0.8,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,1,0.9,0.9,1,1,1,1.1,1.1,1.2,1.2
Malta,MLT,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Marshall Islands,MHL,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,12.7,16.8,21.7,27.7,34.2,41,46.9,52.4,56.8,59.5,61.6,63,63.9,64.3,64.7,64.9,65.1,64.7,64.8,64.6,64
Mauritania,MRT,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,33,34.5,36,37.1,38.4,39.2,40.1,40.9,41.5,41.8,42.6,42.9,43.5,44.2,44.6,45.2,46,46.5,47.3,48.2,48.9
Mauritius,MUS,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,94.4,95,95.7,96,96.4,96.8,97.1,97.4,97.6,97.8,98.1,98.3,98.4,98.5,98.7,98.8,98.8,98.9,98.9,99,99
Mexico,MEX,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,83.7,84.3,84.8,85.2,85.2,85.3,85.4,85.2,85.1,84.8,84.7,84.6,84.4,84.5,84.7,84.8,85,85.2,85.4,85.7,85.7
"Micronesia, Fed. Sts.",FSM,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,10.7,10.8,10.8,10.9,11,11.1,11.3,11.6,11.7,12,12.1,12.4,12.3,12.9,12.8,12.9,13.1,13.1,13.2,13.4,13.2
Moldova,MDA,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,70.4,74.5,78.2,81.6,84.5,86.9,89,90.7,92,93.1,94.1,94.9,95.65,96.1,96.6,96.8,97,97.3,97.4,97.4,97.6
Monaco,MCO,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Mongolia,MNG,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,23.6,24.4,25,26.1,27.3,28.8,30.7,32.7,34.9,36.8,38.6,40.7,42.7,44.3,45.9,47.6,48.9,50.4,51.7,52.9,54.2
Montenegro,MNE,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,66.9,66.8,66.3,65.8,65.45,64.8,64.2,63.65,63,62.8,62.2,61.9,61.8,61.4,61.6,61.6,61.75,61.85,62.1,62.3,62.6
Morocco,MAR,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,91.7,92.5,93.2,93.9,94.6,95.1,95.7,96.2,96.6,96.9,97.2,97.7,97.7,97.9,97.9,98.1,98.1,98.1,98.1,98,97.9
Mozambique,MOZ,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,2.2,2.3,2.4,2.4,2.6,2.6,2.8,2.9,3.1,3.3,3.4,3.5,3.7,3.9,4.2,4.5,4.6,4.9,5.2,5.6,6
Myanmar,MMR,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,2.5,2.9,3.4,3.9,4.5,5.4,6.4,7.6,9.1,10.9,13.1,15.3,18,20.9,24.3,27.9,31.9,36.1,40.75,45.9,50.7
Namibia,NAM,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,35.1,35.8,36.5,37.2,37.9,38.6,39.45,39.9,40.7,41.3,42.3,42.8,43.5,44.2,44.8,45.5,46,46.5,46.9,47.2,47.4
Nauru,NRU,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Nepal,NPL,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,8.1,9.8,11.4,13,14.9,16.5,18.1,19.7,21.4,23,24.7,26.4,28.1,29.7,31.3,32.8,34.3,35.5,36.9,38.4,39.6
Netherlands,NLD,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
New Caledonia,NCL,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
New Zealand,NZL,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Nicaragua,NIC,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,36,36.9,38.1,38.8,39.9,40.9,42,43.2,44.4,45.7,46.9,48.3,49.6,51,52.1,53.4,54.6,55.9,56.9,58.1,59.2
Niger,NER,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,0.9,0.9,0.9,0.9,1,1.1,1.1,1.2,1.2,1.4,1.5,1.7,2,2.2,2.6,2.9,3.3,3.7,4.3,4.9,5.7
Nigeria,NGA,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,0.9,0.9,1,1,1.1,1.2,1.4,1.5,1.8,2.1,2.5,3.2,4.1,5.5,7.3,9.8,12.9,16.35,19.8,23,25.6
North Macedonia,MKD,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,57.7,59.2,60.1,62.3,63,64.55,65.45,66.75,68.1,69.2,70.3,71.5,72.6,73.5,75.1,75.7,76.8,78.2,79.6,80.2,81.3
Northern Mariana Islands,MNP,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Norway,NOR,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Oman,OMN,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Pakistan,PAK,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,25.8,27.1,27.9,29.2,30.2,31.6,32.8,34,35.3,36.5,37.95,39.1,40.4,42,43.3,44.5,46.3,47.8,49.4,51,52.6
Palau,PLW,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,52.6,52.4,51.6,51.6,50.3,49.8,49.15,47.45,46.7,45.3,44.1,43.45,40.7,40,39.1,36.5,34.8,33.4,33.2,31.2,29.45
Panama,PAN,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Papua New Guinea,PNG,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,5.6,5.65,5.9,6.1,6.2,6.5,6.9,7.3,7.7,7.9,8.4,8.5,8.9,8.9,9.1,9.3,9.5,9.5,9.6,9.8,10
Paraguay,PRY,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,48.8,48.9,49,49.3,50.2,51.6,53.1,55,56.9,59.3,61.1,62.8,64.4,65.5,66.4,67.2,67.7,68.1,68.3,68.6,68.5
Peru,PER,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,48.7,51.2,53.8,55.9,58.1,60.1,61.9,63.9,65.7,67.8,69.8,71.7,73.7,75.5,77.6,79.5,81.4,83.3,84.8,86.4,88.1
Philippines,PHL,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,39.9,40,40.2,40.4,40.4,40.3,40.3,40.2,40.1,40.5,40.9,42,42.9,44.2,45.7,47.8,49.9,52.3,54.6,56.9,59.1
Poland,POL,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Portugal,PRT,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Puerto Rico,PRI,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Qatar,QAT,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Romania,ROU,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Russian Federation,RUS,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,99.9,99.9,99.9,99.8,99.8,99.7,99.7,99.7,99.6,99.6,99.5,99.5,99.6,99.5,99.5,99.5,99.5,99.5,99.4,99.3,99.4
Rwanda,RWA,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.3,0.3,0.4,0.5,0.7,0.9,1.2,1.7,2.4,3.3,4.6,6.2,8.3
Samoa,WSM,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,19.4,20.2,21.1,21.9,22.9,23.7,24.8,25.9,26.7,27.8,28.8,29.4,30.7,31.6,32.65,33.9,34.8,36.3,37.25,38.4,39.6
San Marino,SMR,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Sao Tome and Principe,STP,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,0.4,0.4,0.5,0.6,0.6,0.7,0.9,1,1.1,1.3,1.5,1.7,1.9,2.1,2.4,2.6,2.8,3.1,3.4,3.7,4.1
Saudi Arabia,SAU,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Senegal,SEN,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,37,38,38.4,38.5,38.2,37.7,36.5,35.2,33.6,31.9,30.7,29,28.2,27.5,27.3,27.7,28.2,28.85,30,31.3,32.3
Serbia,SRB,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,59.7,60.6,61.6,62.9,63.5,64.7,65.5,66.4,67.4,68.2,69.45,70.3,71.6,72.9,74,75.8,77.1,78.7,80.4,81.5,82.9
Seychelles,SYC,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Sierra Leone,SLE,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,0.1,0.2,0.2,0.2,0.3,0.3,0.3,0.4,0.4,0.4,0.5,0.5,0.5,0.6,0.6,0.7,0.7,0.7,0.8,0.8,1
Singapore,SGP,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Sint Maarten (Dutch part),SXM,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Slovak Republic,SVK,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Slovenia,SVN,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Solomon Islands,SLB,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,8.4,8.4,8.5,8.4,8.3,8.2,8.2,8.2,8.2,8.1,8.1,8.3,8.3,8.3,8.4,8.4,8.4,8.6,8.8,8.8,8.7
Somalia,SOM,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,0.4,0.5,0.5,0.55,0.6,0.7,0.8,0.9,1.1,1.2,1.4,1.6,1.7,2,2.4,2.7,3,3.3,3.9,4.2,4.8
South Africa,ZAF,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,60,62.3,64.5,66.7,69,71.2,73.3,75.3,77.1,78.7,80,81.4,82.8,83.8,84.9,85.8,86.6,87.4,88.1,88.7,89.4
South Sudan,SSD,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,0.3,0.2,0.2,0.1,0.1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Spain,ESP,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Sri Lanka,LKA,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,17.7,18.2,18.6,19.2,19.7,20.4,20.6,21.3,21.8,22.7,23.3,24,24.9,26,27.3,28.7,29.9,31.1,32.6,34.1,35.5
St. Kitts and Nevis,KNA,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
St. Lucia,LCA,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,88.3,89.8,91.1,92.2,93,93.8,94.4,94.9,95.2,95.6,95.6,95.7,95.5,95.3,95.1,94.7,94.5,94,93.6,93.1,92.5
St. Martin (French part),MAF,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
St. Vincent and the Grenadines,VCT,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,95.9,95.9,95.8,96,95.9,95.9,95.8,95.7,95.7,95.5,95.2,95,94.7,94.3,93.8,93.5,93.1,92.3,91.8,90.9,90
Sudan,SDN,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,10.7,12.6,15,17.7,20.5,23.6,26,29.5,32.8,35.8,39,41.9,45.1,48,51.1,54.1,56.25,58.9,61,62.8,65.6
Suriname,SUR,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,78.4,79.5,81.1,82.1,83.3,84.4,85.4,86.4,87.3,88.15,89.2,89.9,90.7,91.5,92.2,92.9,93.6,94.3,94.7,95.1,95.5
Sweden,SWE,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Switzerland,CHE,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Syrian Arab Republic,SYR,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,98.7,98.8,98.9,98.9,98.8,98.7,98.7,98.5,98.3,98,97.6,97.2,96.8,96.3,95.7,95,94.6,93.6,92.5,91.5,90.5
Tajikistan,TJK,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,44.1,48,52,55.6,59.6,62.2,65.2,67.6,69.7,71.5,73.4,74.8,76.4,77.6,79.3,80.6,81.7,83.1,84.3,85.2,86.1
Tanzania,TZA,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,0.7,0.7,0.8,0.8,0.9,1,1.1,1.2,1.4,1.6,1.9,2.2,2.7,3.2,3.9,4.5,5.3,6.2,7.2,8.1,9.2
Thailand,THA,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,63.8,64.9,65.9,67.1,68.2,69.4,70.5,71.55,72.8,74,75.3,76.4,77.4,78.7,79.8,81,82.2,83.1,84.3,85.3,86.1
Timor-Leste,TLS,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,1.2,1.5,1.7,2,2.3,2.7,3.2,3.8,4.5,5.2,6,6.9,8,9,10.2,11.15,12.4,13.7,14.9,16.4,17.7
Togo,TGO,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,0.5,0.7,0.9,1.1,1.5,1.8,2.3,2.8,3.3,3.9,4.5,5.3,6,6.7,7.6,8.1,9,9.6,10.4,11,11.9
Tonga,TON,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,38.8,41.6,44.6,47.2,49.6,52.4,54.9,57.1,59.6,62.3,64.7,66.8,69.7,72.5,75.5,78,80.8,83.6,85.5,87.6,89.5
Trinidad and Tobago,TTO,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Tunisia,TUN,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,94.2,95.6,96.6,97.4,98.1,98.5,98.9,99.2,99.4,99.5,99.6,99.7,99.8,99.8,99.8,99.8,99.8,99.8,99.9,99.9,99.9
Turkiye,TUR,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,91.2,91.7,92.3,92.8,93.3,93.5,93.8,94,94.2,94.5,94.6,94.7,94.8,94.8,95,95,95.1,95.2,95.3,95.2,95.1
Turkmenistan,TKM,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,99.5,99.6,99.7,99.7,99.8,99.8,99.9,99.9,99.9,99.9,99.9,99.9,99.9,99.9,99.9,99.9,99.9,99.9,99.9,99.9,99.8
Turks and Caicos Islands,TCA,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Tuvalu,TUV,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,10.9,13,15.8,18.85,22.9,27.3,33.3,39.2,45.1,50.5,55.8,60.4,63.8,66.3,69.1,70.4,72,73.1,73.8,74.9,75.2
Uganda,UGA,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,0.9,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.9,0.9,0.9,0.9,0.9,0.9,0.8,0.8,0.8,0.8,0.7,0.7,0.6
Ukraine,UKR,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,92,92.4,92.8,93.3,93.7,93.8,94.2,94.3,94.55,94.6,94.9,95,95.1,95.3,95.2,95.1,95.3,95.2,95.1,94.95,94.9
United Arab Emirates,ARE,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
United Kingdom,GBR,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
United States,USA,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Uruguay,URY,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Uzbekistan,UZB,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,84.1,84.5,84.7,85,85.2,85.1,85.4,85.5,85.6,85.3,85.2,84.7,84.4,83.8,83.3,82.5,82,81.1,80.1,79,77.8
Vanuatu,VUT,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,15.2,15.1,14.9,14.7,14.4,13.9,13.4,12.9,12.2,11.6,10.8,10.3,9.7,9.1,8.7,8,7.6,7.25,7.1,6.6,6.4
"Venezuela, RB",VEN,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,97,96.9,96.9,96.9,96.8,96.8,96.7,96.8,96.7,96.6,96.8,96.6,96.6,96.4,96.2,96.1,95.9,95.8,95.5,95.1,95
Viet Nam,VNM,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,19.3,22.6,25.9,29.35,33.1,36.8,41,45.1,49.8,55.2,60.4,66.3,72.1,78,83.6,88,91.7,94.2,96,97.1,98.1
Virgin Islands (U.S.),VIR,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
West Bank and Gaza,PSE,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Yemen, Rep.",YEM,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,56.5,56.8,57.8,57.9,58.7,59.1,59.6,59.6,59.5,59.5,59.1,59.1,58.2,57.4,56.5,55.4,54,52.6,51.2,49.6,48.3
Zambia,ZMB,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,14.6,15,15.3,15.8,16,16.1,16.1,16.1,16,15.8,15.5,15,14.6,13.9,13.4,12.6,11.9,11.1,10.4,9.6,9
Zimbabwe,ZWE,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,33.6,33,32.4,31.9,31.6,31.2,30.7,30.5,30.4,30.2,30.2,30,30,30,30,30.1,30.3,30.3,30.5,30.5,30.8
Africa Eastern and Southern,AFE,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,12.1755920619957,12.5517228252798,12.9248512564146,13.3477014961596,13.8048927527866,14.2262847553776,14.6448014615867,15.1368714334472,15.5923281591116,16.0053561629992,16.4669445576136,16.8773125667916,17.4014096848247,17.911233785611,18.463873940553,18.9240372515176,19.4370542022109,20.0262544430853,20.647968706122,21.1658770488466,21.8631386980889
Africa Western and Central,AFW,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,5.29112020747106,5.46698141640687,5.65858359328117,5.827094987923,6.04177703375041,6.27584793578816,6.51551508192485,6.75702357600921,7.08843310325331,7.43354597261206,7.84574360783694,8.40027282969475,9.11190610037226,10.0848913782225,11.282435893245,12.7932632353044,14.663583214225,16.6521060317656,18.714140465257,20.6719577680904,22.319403705502
Arab World,ARB,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,77.5563129553027,78.9451926087226,80.2648942882956,81.3609988267338,82.3530180364496,83.1971612108206,83.9403409202021,84.5494419840105,85.0798710907017,85.5868204298667,86.0211149028032,86.356007542768,86.5587918310138,86.7603662986651,86.9087002846877,87.0328280422416,87.0480840480946,87.1003706568032,87.0675004988682,86.9839948100727,87.0530380689489
Caribbean small states,CSS,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,92.6122685975843,92.9282729856366,93.327702751121,93.6216799635484,93.8901573442434,94.1373171020177,94.3054919446702,94.5378458013805,94.6775870242875,94.8175163506786,94.9603137434016,95.0392525254738,95.1129226977704,95.2201512468097,95.2389339737081,95.2877412402031,95.3396403525581,95.3727973701565,95.3265023010542,95.2641636505963,95.1904566075543
Central Europe and the Baltics,CEB,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Early-demographic dividend,EAR,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,36.3668436452417,37.2428276492034,38.3103808234565,39.1951554034087,40.3205435087876,41.600119959331,42.9115886994231,44.3225151193409,45.9622173073944,47.5749694664788,49.2256756407804,51.1632556924451,52.8976828052443,54.8937854128388,57.0771476487185,59.1629462717833,61.6365153668192,63.7965025242322,66.3113930312289,68.4088810292117,70.5911368051665
East Asia & Pacific,EAS,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,43.2413611738715,44.3045518712108,45.5175027599726,46.7234349084922,48.3909167438083,50.1772211319687,52.4705392932751,54.8502143035095,57.152388804693,59.7701551329216,62.4578788906178,65.2073010627033,67.9489503271992,70.4814013370438,73.1346956360253,75.6180718486289,77.8432198353681,80.0680211401163,81.8044636715401,83.665560436483,85.3157800071035
East Asia & Pacific (excluding high income),EAP,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,37.0126140894844,38.2211453632047,39.598734529795,40.96782647566,42.8374038817075,44.8306441040224,47.3800028473182,50.0296575063442,52.5941525706192,55.5108171011037,58.5054451938752,61.5651150801935,64.6103576568283,67.4207179926345,70.3609351687239,73.1133786655884,75.5761367031294,78.0352100559697,79.956602960923,82.0187299206371,83.840117937748
East Asia & Pacific (IDA & IBRD countries),TEA,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,37.4687730477288,38.687879501256,40.0787743779744,41.4594712777591,43.3441759381568,45.3551504130085,47.9291065262132,50.6032790791267,53.1909578683068,56.1346413903659,59.1566375909602,62.2433700982339,65.317048806362,68.1520152973571,71.1208622982154,73.8967156057044,76.3811208894663,78.8610398209834,80.7934801545537,82.8704671481436,84.706724090149
Euro area,EMU,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Europe & Central Asia,ECS,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,95.8576762598983,96.068508324049,96.2817696384225,96.4724158189696,96.6538343074025,96.7576080749973,96.9169962128111,97.0339307578862,97.1226732235265,97.2030078122012,97.2754816493305,97.3257725130374,97.4018780340047,97.4184165609444,97.4569118449883,97.4628829106485,97.4893323944036,97.4962250676875,97.4686050984764,97.4014721680654,97.3835059477728
Europe & Central Asia (excluding high income),ECA,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,83.6572185266392,84.5207817057138,85.3922613441633,86.2384082405254,86.981998817566,87.4678964838676,88.129034426994,88.6322285839098,89.1015396081807,89.485576374539,89.8670407681881,90.0975843102014,90.3634512490219,90.5290390798381,90.7150035890159,90.7775346297262,90.9176859900733,90.9914794374308,90.9878181822986,90.8528985593518,90.6157638740401
Europe & Central Asia (IDA & IBRD countries),TEC,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,91.6717143432243,92.0771406914016,92.4904972622528,92.8607438824719,93.2156828329644,93.4105902936792,93.7259276873033,93.9633596288976,94.1474706695599,94.3257188325495,94.4774394541838,94.5826466869474,94.7397115295034,94.776934816751,94.8583940678109,94.874466179456,94.9309816007147,94.9509852842834,94.8977823670656,94.7667845991115,94.6848848929716
European Union,EUU,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Fragile and conflict affected situations,FCS,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,21.2089337751321,21.406770868634,21.6968723744555,21.9418096101223,22.1993381752497,22.4578363319432,22.736206555528,23.0512540546301,23.3769034898704,23.7094663231036,24.0979082242768,24.4352468637671,24.8126581559145,25.3302181332533,26.0164196910369,26.8263224727779,27.7547396344001,28.8075236542875,29.8981160094346,30.9271117242094,31.5835914668323
